model_key,model_label,category,generation,genome_id,fitness,train_avg_det_score,train_variance,train_det_pass_rate,train_gt_exact_rate,validation_avg_det_score,validation_variance,validation_det_pass_rate,validation_gt_exact_rate,prompt_tokens,llm_latency_sec,peak_vram_gb,block_01,block_02,block_03,block_06,failure_summary
llama31_8b,Llama-3.1-8B-Instruct,1,1,v15-a6e0ae2c-32f5-a6e6-906b-5a6cec7a22ad,69.9,69.9,0.0,0.0,0.0,100.0,0.0,100.0,100.0,66152,18.6534,18.8961,01_preamble.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,{}
llama31_8b,Llama-3.1-8B-Instruct,1,1,v13mix-384efae3-b633-4eeb-62db-53a3d451e7ae,48.6096,48.6096,0.0,0.0,0.0,88.0625,427.511719,75.0,75.0,145006,44.787,23.6304,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,02_generator_prompt.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,06_det_helper.txt,"{""arg_type"": 1, ""gt_mismatch"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""numeric_grounding"": 1, ""semantic"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,1,1,v13compact-2e58e511-7bb2-4fdb-1dbd-3a0e2c39d58a,18.0349,18.0349,0.0,0.0,0.0,69.0835,1016.444991,50.0,0.0,189108,67.3676,26.345,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,"{""gt_mismatch"": 4, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""semantic"": 2, ""arg_type"": 1, ""enum_grounding"": 1, ""extraneous"": 1, ""no_parseable_member_access"": 1, ""precondition"": 1, ""service_match"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,1,1,gene-7d0a4289-5681-bdd4-b374-8e964a11d522,48.6096,48.6096,0.0,0.0,0.0,87.7555,449.781504,75.0,75.0,121514,36.1438,22.2649,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,03_postprocessor.txt,06_det_helper.txt,"{""arg_type"": 1, ""gt_mismatch"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""semantic"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,1,1,gene-a6b7f9ca-d46d-43ca-f74d-0b777b2fe1c6,69.9,69.9,0.0,0.0,0.0,73.5625,1809.324219,75.0,50.0,157926,59.9693,24.3877,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,03_postprocessor.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""gt_mismatch"": 1, ""semantic"": 1, ""invalid_json"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,1,1,gene-098638c2-c76b-ae2f-7836-f12c65e1112d,69.9,69.9,0.0,0.0,0.0,78.3733,1008.194178,75.0,0.0,82492,25.4325,19.8471,01_preamble.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,03_postprocessor.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""gt_mismatch"": 4, ""semantic"": 2, ""arg_type"": 1, ""enum_grounding"": 1, ""extraneous"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""no_parseable_member_access"": 1, ""precondition"": 1, ""service_match"": 1, ""numeric_grounding"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,1,1,gene-eadd6619-9ea6-5f8b-dabc-6ab9772b8c2e,69.9,69.9,0.0,0.0,0.0,87.7555,449.781504,75.0,75.0,121494,36.0516,22.2646,generated/v13_gene_pool_e35ef6292a/01_v13_caution_compact.txt,02_generator_prompt.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""arg_type"": 1, ""gt_mismatch"": 1, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""semantic"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,1,1,gene-d67c5fc7-a4e7-1179-6ca2-9f3fa44fb3ba,48.6096,48.6096,0.0,0.0,0.0,87.5115,448.471705,75.0,50.0,127462,38.8517,22.6073,generated/v13_gene_pool_e35ef6292a/01_v13_caution_full.txt,generated/v13_gene_pool_e35ef6292a/02_v13_schema_first_compact.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_det_strict_helper.txt,"{""gt_mismatch"": 2, ""gt_receiver_coverage"": 1, ""gt_service_coverage"": 1, ""numeric_grounding"": 1, ""semantic"": 1}"
llama31_8b,Llama-3.1-8B-Instruct,1,1,gene-d99150b1-96d1-a1ae-1d75-a14ee7320c9f,69.9,69.9,0.0,0.0,0.0,100.0,0.0,100.0,100.0,77612,22.0179,19.5609,01_preamble.txt,02_generator_prompt.txt,generated/v13_gene_pool_e35ef6292a/03_json_case_guard.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_compact.txt,{}
llama31_8b,Llama-3.1-8B-Instruct,1,1,gene-aa43e97a-8628-adc2-25de-0be2bc9ce970,69.9,69.9,0.0,0.0,0.0,62.1705,1355.563088,50.0,0.0,153430,48.8339,24.126,01_preamble.txt,generated/v13_gene_pool_e35ef6292a/02_v13_service_response_compact.txt,generated/v13_gene_pool_e35ef6292a/03_v13_response_contract.txt,generated/v13_gene_pool_e35ef6292a/06_v13_grammar_tempo_full.txt,"{""gt_mismatch"": 4, ""arg_type"": 2, ""extraneous"": 2, ""gt_receiver_coverage"": 2, ""gt_service_coverage"": 2, ""no_parseable_member_access"": 2, ""precondition"": 2, ""semantic"": 2, ""service_match"": 2, ""enum_grounding"": 1}"
